Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
LENTOR HILLS RESIDENCES,"1,663,000",753.48,"2,207",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,70,"23,757",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"983,000",452.09,"2,174",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,42,"23,405",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,437,000",678.13,"2,119",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,63,"22,810",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,576,000",742.72,"2,122",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,69,"22,841",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"989,000",452.09,"2,188",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,42,"23,548",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,445,000",678.13,"2,131",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,63,"22,937",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,585,000",742.72,"2,134",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,69,"22,971",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"2,841,000","1,356.26","2,095",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,126,"22,548",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,681,000",753.48,"2,231",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,70,"24,014",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"995,000",452.09,"2,201",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,42,"23,690",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,453,000",678.13,"2,143",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,63,"23,063",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,697,000",764.24,"2,220",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,71,"23,901",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,001,000",452.09,"2,214",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,42,"23,833",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,461,000",678.13,"2,154",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,63,"23,190",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,603,000",742.72,"2,158",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,69,"23,232",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,007,000",452.09,"2,227",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,42,"23,976",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,469,000",678.13,"2,166",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,63,"23,317",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,556,000",764.24,"2,036",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,71,"21,915",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,161,000",570.49,"2,035",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,53,"21,906",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,512,000",710.42,"2,128",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,66,"22,909",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,388,000",678.13,"2,047",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,63,"22,032",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,550,000",764.24,"2,028",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,71,"21,831",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,157,000",570.49,"2,028",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,53,"21,830",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,931,000",958,"2,016",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,89,"21,697",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,505,000",710.42,"2,118",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,66,"22,803",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"2,117,000","1,108.69","1,909",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,103,"20,553",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,382,000",678.13,"2,038",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,63,"21,937",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,558,000",764.24,"2,039",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,71,"21,944",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,163,000",570.49,"2,039",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,53,"21,943",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,939,000",958,"2,024",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,89,"21,787",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,512,000",710.42,"2,128",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,66,"22,909",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"2,126,000","1,108.69","1,918",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,103,"20,641",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,566,000",764.24,"2,049",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,71,"22,056",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,169,000",570.49,"2,049",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,53,"22,057",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,947,000",958,"2,032",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,89,"21,876",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,519,000",710.42,"2,138",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,66,"23,015",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,396,000",678.13,"2,059",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,63,"22,159",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,574,000",764.24,"2,060",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,71,"22,169",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,175,000",570.49,"2,060",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,53,"22,170",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,526,000",710.42,"2,148",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,66,"23,121",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"2,144,000","1,108.69","1,934",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,103,"20,816",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,403,000",678.13,"2,069",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,63,"22,270",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,582,000",764.24,"2,070",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,71,"22,282",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,181,000",570.49,"2,070",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,53,"22,283",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"2,216,000","1,119.46","1,980",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,104,"21,308",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,963,000",958,"2,049",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,89,"22,056",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,533,000",710.42,"2,158",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,66,"23,227",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,666,000",775.01,"2,150",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,72,"23,139",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"2,153,000","1,108.69","1,942",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,103,"20,903",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,410,000",678.13,"2,079",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,63,"22,381",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,590,000",764.24,"2,080",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,71,"22,394",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,187,000",570.49,"2,081",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,53,"22,396",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,540,000",710.42,"2,168",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,66,"23,333",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"2,162,000","1,108.69","1,950",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,103,"20,990",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,417,000",678.13,"2,090",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,63,"22,492",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,601,000",753.48,"2,125",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,70,"22,871",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,213,000",570.49,"2,126",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,53,"22,887",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"2,007,000",958,"2,095",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,89,"22,551",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,571,000",710.42,"2,211",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,66,"23,803",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"2,222,000","1,119.46","1,985",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,104,"21,365",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,448,000",678.13,"2,135",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,63,"22,984",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,610,000",753.48,"2,137",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,70,"23,000",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,220,000",570.49,"2,139",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,53,"23,019",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,579,000",710.42,"2,223",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,66,"23,924",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,693,000",764.24,"2,215",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,71,"23,845",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"2,232,000","1,119.46","1,994",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,104,"21,462",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,619,000",753.48,"2,149",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,70,"23,129",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,227,000",570.49,"2,151",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,53,"23,151",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,702,000",764.24,"2,227",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,71,"23,972",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"2,242,000","1,119.46","2,003",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,104,"21,558",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,464,000",678.13,"2,159",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,63,"23,238",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,628,000",753.48,"2,161",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,70,"23,257",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,234,000",570.49,"2,163",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,53,"23,283",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,595,000",710.42,"2,245",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,66,"24,167",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"2,252,000","1,119.46","2,012",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,104,"21,654",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,472,000",678.13,"2,171",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,63,"23,365",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,241,000",570.49,"2,175",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,53,"23,415",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"2,262,000","1,119.46","2,021",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,104,"21,750",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,480,000",678.13,"2,182",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,63,"23,492",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,248,000",570.49,"2,188",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,53,"23,547",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"2,272,000","1,119.46","2,030",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,104,"21,846",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,488,000",678.13,"2,194",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,63,"23,619",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,255,000",570.49,"2,200",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,53,"23,679",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,738,000",764.24,"2,274",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,71,"24,479",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,496,000",678.13,"2,206",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,63,"23,746",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,262,000",570.49,"2,212",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,53,"23,811",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,16 to 20
LENTOR HILLS RESIDENCES,"2,292,000","1,119.46","2,047",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,104,"22,038",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,16 to 20
LENTOR HILLS RESIDENCES,"1,504,000",678.13,"2,218",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,63,"23,873",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,16 to 20
LENTOR HILLS RESIDENCES,"1,269,000",570.49,"2,224",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,53,"23,943",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,16 to 20
LENTOR HILLS RESIDENCES,"1,512,000",678.13,"2,230",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,63,"24,000",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,16 to 20
LEEDON GREEN,"2,093,000",807.3,"2,593",Jul-23,LEEDON HEIGHTS,New Sale,Strata,75,"27,907",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,168,000",538.2,"2,170",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,50,"23,360",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,053,000",484.38,"2,174",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,45,"23,400",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,475,000",721.19,"2,045",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,67,"22,015",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,048,000",484.38,"2,164",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,45,"23,289",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,489,000",699.66,"2,128",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,65,"22,908",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,053,000",484.38,"2,174",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,45,"23,400",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,477,000",721.19,"2,048",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,67,"22,045",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,496,000",699.66,"2,138",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,65,"23,015",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,058,000",484.38,"2,184",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,45,"23,511",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,484,000",721.19,"2,058",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,67,"22,149",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,918,000",958,"2,002",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,89,"21,551",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,503,000",699.66,"2,148",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,65,"23,123",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,063,000",484.38,"2,195",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,45,"23,622",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,491,000",721.19,"2,067",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,67,"22,254",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,926,000",958,"2,010",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,89,"21,640",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,510,000",699.66,"2,158",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,65,"23,231",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,498,000",721.19,"2,077",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,67,"22,358",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,934,000",958,"2,019",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,89,"21,730",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,517,000",699.66,"2,168",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,65,"23,338",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,073,000",484.38,"2,215",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,45,"23,844",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,505,000",721.19,"2,087",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,67,"22,463",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,970,000",958,"2,056",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,89,"22,135",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,525,000",688.9,"2,214",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,64,"23,828",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,097,000",484.38,"2,265",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,45,"24,378",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,536,000",721.19,"2,130",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,67,"22,925",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,979,000",958,"2,066",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,89,"22,236",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,103,000",484.38,"2,277",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,45,"24,511",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,544,000",721.19,"2,141",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,67,"23,045",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,109,000",484.38,"2,290",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,45,"24,644",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"2,314,000","1,097.93","2,108",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,102,"22,686",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,115,000",484.38,"2,302",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,45,"24,778",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,560,000",721.19,"2,163",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,67,"23,284",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"2,006,000",958,"2,094",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,89,"22,539",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,121,000",484.38,"2,314",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,45,"24,911",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,127,000",484.38,"2,327",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,45,"25,044",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,133,000",484.38,"2,339",Jul-23,LENTOR HILLS ROAD,New Sale,Strata,45,"25,178",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
