Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE ORIE,"3,987,000","1,453.14","2,744",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,135,"29,533",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
THE ORIE,"3,078,000","1,130.22","2,723",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,105,"29,314",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
THE ORIE,"1,802,000",592.02,"3,044",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,55,"32,764",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
THE ORIE,"2,500,000",850.36,"2,940",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,79,"31,646",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
THE ORIE,"2,985,000","1,044.11","2,859",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,97,"30,773",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
THE ORIE,"2,105,000",699.66,"3,009",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,65,"32,385",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
THE ORIE,"2,037,000",678.13,"3,004",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"32,333",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
THE ORIE,"1,969,000",645.84,"3,049",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,60,"32,817",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
THE ORIE,"2,508,000",850.36,"2,949",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,79,"31,747",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
THE ORIE,"2,993,000","1,044.11","2,867",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,97,"30,856",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
THE ORIE,"2,112,000",699.66,"3,019",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,65,"32,492",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
THE ORIE,"1,975,000",645.84,"3,058",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,60,"32,917",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
THE ORIE,"1,814,000",592.02,"3,064",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,55,"32,982",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
THE ORIE,"2,516,000",850.36,"2,959",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,79,"31,848",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
THE ORIE,"3,001,000","1,044.11","2,874",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,97,"30,938",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
THE ORIE,"2,119,000",699.66,"3,029",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,65,"32,600",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
THE ORIE,"2,049,000",678.13,"3,022",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"32,524",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
THE ORIE,"1,660,000",645.84,"2,570",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,60,"27,667",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"2,490,000","1,022.58","2,435",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,95,"26,211",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"1,280,000",516.67,"2,477",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,48,"26,667",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"1,480,000",592.02,"2,500",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,55,"26,909",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"2,920,000","1,216.33","2,401",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,113,"25,841",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"3,280,000","1,367.03","2,399",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,127,"25,827",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"1,735,000",678.13,"2,558",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"27,540",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"3,503,000","1,453.14","2,411",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,135,"25,948",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"1,302,000",516.67,"2,520",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,48,"27,125",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"2,952,000","1,216.33","2,427",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,113,"26,124",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"3,291,000","1,367.03","2,407",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,127,"25,913",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"1,744,000",678.13,"2,572",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"27,683",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"1,318,000",516.67,"2,551",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,48,"27,458",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"2,964,000","1,216.33","2,437",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,113,"26,230",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"3,302,000","1,367.03","2,415",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,127,"26,000",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"1,754,000",678.13,"2,587",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"27,841",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"1,716,000",645.84,"2,657",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,60,"28,600",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"2,579,000","1,022.58","2,522",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,95,"27,147",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"1,334,000",516.67,"2,582",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,48,"27,792",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"1,539,000",592.02,"2,600",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,55,"27,982",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"2,195,000",850.36,"2,581",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,79,"27,785",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"2,976,000","1,216.33","2,447",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,113,"26,336",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"3,313,000","1,367.03","2,424",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,127,"26,087",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"1,823,000",699.66,"2,606",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,65,"28,046",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"1,763,000",678.13,"2,600",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"27,984",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,01 to 05
THE ORIE,"1,724,000",645.84,"2,669",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,60,"28,733",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"3,548,000","1,453.14","2,442",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,135,"26,281",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"2,597,000","1,022.58","2,540",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,95,"27,337",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"1,346,000",516.67,"2,605",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,48,"28,042",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"1,551,000",592.02,"2,620",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,55,"28,200",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"2,206,000",850.36,"2,594",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,79,"27,924",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"3,324,000","1,367.03","2,432",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,127,"26,173",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"1,832,000",699.66,"2,618",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,65,"28,185",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"1,772,000",678.13,"2,613",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"28,127",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"1,732,000",645.84,"2,682",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,60,"28,867",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"2,612,000","1,022.58","2,554",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,95,"27,495",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"1,358,000",516.67,"2,628",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,48,"28,292",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"1,563,000",592.02,"2,640",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,55,"28,418",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"2,216,000",850.36,"2,606",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,79,"28,051",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"3,335,000","1,367.03","2,440",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,127,"26,260",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"1,841,000",699.66,"2,631",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,65,"28,323",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"1,781,000",678.13,"2,626",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"28,270",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"3,591,000","1,453.14","2,471",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,135,"26,600",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"1,372,000",516.67,"2,655",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,48,"28,583",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"3,357,000","1,367.03","2,456",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,127,"26,433",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"1,799,000",678.13,"2,653",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"28,556",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"3,604,000","1,453.14","2,480",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,135,"26,696",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"1,379,000",516.67,"2,669",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,48,"28,729",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"3,071,000","1,216.33","2,525",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,113,"27,177",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"3,368,000","1,367.03","2,464",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,127,"26,520",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"1,808,000",678.13,"2,666",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"28,698",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"3,617,000","1,453.14","2,489",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,135,"26,793",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"3,093,000","1,216.33","2,543",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,113,"27,372",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"1,817,000",678.13,"2,679",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"28,841",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,06 to 10
THE ORIE,"1,773,000",645.84,"2,745",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,60,"29,550",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"3,630,000","1,453.14","2,498",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,135,"26,889",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"2,676,000","1,022.58","2,617",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,95,"28,168",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"1,393,000",516.67,"2,696",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,48,"29,021",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"1,603,000",592.02,"2,708",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,55,"29,145",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"2,266,000",850.36,"2,665",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,79,"28,684",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"3,390,000","1,367.03","2,480",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,127,"26,693",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"1,886,000",699.66,"2,696",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,65,"29,015",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"1,826,000",678.13,"2,693",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"28,984",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"1,781,000",645.84,"2,758",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,60,"29,683",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"3,643,000","1,453.14","2,507",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,135,"26,985",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"2,686,000","1,022.58","2,627",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,95,"28,274",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"1,400,000",516.67,"2,710",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,48,"29,167",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"1,611,000",592.02,"2,721",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,55,"29,291",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"2,277,000",850.36,"2,678",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,79,"28,823",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"3,401,000","1,367.03","2,488",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,127,"26,780",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"1,895,000",699.66,"2,708",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,65,"29,154",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"1,835,000",678.13,"2,706",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"29,127",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"1,407,000",516.67,"2,723",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,48,"29,313",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"3,148,000","1,216.33","2,588",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,113,"27,858",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"3,412,000","1,367.03","2,496",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,127,"26,866",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"1,839,000",678.13,"2,712",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"29,190",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"1,414,000",516.67,"2,737",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,48,"29,458",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"3,160,000","1,216.33","2,598",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,113,"27,965",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"3,423,000","1,367.03","2,504",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,127,"26,953",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"1,848,000",678.13,"2,725",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"29,333",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"1,805,000",645.84,"2,795",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,60,"30,083",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"2,716,000","1,022.58","2,656",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,95,"28,589",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"1,421,000",516.67,"2,750",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,48,"29,604",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"1,636,000",592.02,"2,763",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,55,"29,745",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"2,307,000",850.36,"2,713",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,79,"29,203",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"3,434,000","1,367.03","2,512",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,127,"27,039",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"1,923,000",699.66,"2,748",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,65,"29,585",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"1,857,000",678.13,"2,738",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"29,476",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,11 to 15
THE ORIE,"1,813,000",645.84,"2,807",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,60,"30,217",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"2,726,000","1,022.58","2,666",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,95,"28,695",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"1,428,000",516.67,"2,764",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,48,"29,750",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"1,644,000",592.02,"2,777",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,55,"29,891",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"2,317,000",850.36,"2,725",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,79,"29,329",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"3,445,000","1,367.03","2,520",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,127,"27,126",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"1,932,000",699.66,"2,761",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,65,"29,723",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"1,866,000",678.13,"2,752",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"29,619",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"1,821,000",645.84,"2,820",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,60,"30,350",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"3,708,000","1,453.14","2,552",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,135,"27,467",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"2,737,000","1,022.58","2,677",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,95,"28,811",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"1,435,000",516.67,"2,777",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,48,"29,896",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"1,652,000",592.02,"2,790",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,55,"30,036",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"2,327,000",850.36,"2,737",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,79,"29,456",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"3,456,000","1,367.03","2,528",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,127,"27,213",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"1,941,000",699.66,"2,774",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,65,"29,862",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"1,875,000",678.13,"2,765",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"29,762",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"3,734,000","1,453.14","2,570",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,135,"27,659",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"1,449,000",516.67,"2,804",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,48,"30,188",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"3,478,000","1,367.03","2,544",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,127,"27,386",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"1,893,000",678.13,"2,791",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"30,048",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"1,455,000",516.67,"2,816",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,48,"30,313",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"3,231,000","1,216.33","2,656",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,113,"28,593",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"3,489,000","1,367.03","2,552",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,127,"27,472",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"1,900,000",678.13,"2,802",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"30,159",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"1,461,000",516.67,"2,828",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,48,"30,438",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"3,242,000","1,216.33","2,665",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,113,"28,690",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"1,956,000",699.66,"2,796",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,65,"30,092",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"1,907,000",678.13,"2,812",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"30,270",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,16 to 20
THE ORIE,"3,770,000","1,453.14","2,594",Jan-25,LORONG 1 TOA PAYOH,New Sale,Strata,135,"27,926",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,21 to 25
