Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Nearest MRT Stations,Nearby Hawker Centers,Shopping Malls Within Radius of 1km
RIVIERE,"2,945,000","1,173.28","2,510",Jun-22,JIAK KIM STREET,New Sale,Strata,109,"27,018",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,11 to 15,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
PRINCIPAL GARDEN,"1,665,000",807.3,"2,062",Jun-22,PRINCE CHARLES CRESCENT,Resale,Strata,75,"22,200",-,Condominium,1,99 yrs lease commencing from 2014,3,Rest of Central Region,11 to 15,1.29237506748178,103.822836693912,99 PRINCE CHARLES CRESCENT PRINCIPAL GARDEN SINGAPORE 159029,REDHILL MRT STATION; TIONG BAHRU MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Zion Riverside Food Centre; Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Tiong Bahru Plaza
HIGHLINE RESIDENCES,"1,150,000",505.91,"2,273",Jun-22,KIM TIAN ROAD,Resale,Strata,47,"24,468",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,21 to 25,1.28416577731538,103.829816710958,11 KIM TIAN ROAD HIGHLINE RESIDENCES SINGAPORE 168594,TIONG BAHRU MRT STATION; HAVELOCK MRT STATION,Zion Riverside Food Centre; Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Tiong Bahru Plaza
STIRLING RESIDENCES,"1,580,000",764.24,"2,067",Jun-22,STIRLING ROAD,Sub Sale,Strata,71,"22,254",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,11 to 15,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
ALEX RESIDENCES,"905,000",473.62,"1,911",Jun-22,ALEXANDRA VIEW,Resale,Strata,44,"20,568",-,Apartment,1,99 yrs lease commencing from 2013,3,Rest of Central Region,06 to 10,1.29056999681587,103.819000781728,28 ALEXANDRA VIEW ALEX RESIDENCES SINGAPORE 158744,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre); Beo Crescent Market,
RIVER PLACE,"1,140,000",742.72,"1,535",Jun-22,HAVELOCK ROAD,Resale,Strata,69,"16,522",-,Condominium,1,99 yrs lease commencing from 1995,3,Rest of Central Region,06 to 10,1.2896097164683,103.841276389346,60 HAVELOCK ROAD RIVER PLACE SINGAPORE 169658,FORT CANNING MRT STATION; CLARKE QUAY MRT STATION; CHINATOWN MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION,Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),Funan; People's Park Centre; People's Park Complex; Singapore Shopping Centre
QUEENS,"1,820,000","1,184.04","1,537",Jun-22,STIRLING ROAD,Resale,Strata,110,"16,545",-,Condominium,1,99 yrs lease commencing from 1998,3,Rest of Central Region,31 to 35,1.29299604681606,103.805665563173,10 STIRLING ROAD QUEENS SINGAPORE 148954,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre); Mei Chin Road Blk 159 (Mei Chin Road Market); Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre),Alexandra Central; Anchorpoint; Queensway Shopping Centre
ONE PEARL BANK,"3,460,000","1,431.61","2,417",Jun-22,PEARL BANK,New Sale,Strata,133,"26,015",-,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,11 to 15,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; MAXWELL MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; TELOK AYER MRT STATION; TANJONG PAGAR MRT STATION; CLARKE QUAY MRT STATION,Amoy Street Food Centre (Telok Ayer Food Centre); Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre); Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre; Tanjong Pagar Centre
STIRLING RESIDENCES,"1,163,000",441.32,"2,635",Jun-22,STIRLING ROAD,New Sale,Strata,41,"28,366",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
THE CREST,"2,408,000","1,270.15","1,896",Jun-22,PRINCE CHARLES CRESCENT,Resale,Strata,118,"20,407",-,Condominium,1,99 yrs lease commencing from 2012,3,Rest of Central Region,06 to 10,1.29281920942183,103.819293138156,105 PRINCE CHARLES CRESCENT THE CREST SINGAPORE 159019,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Beo Crescent Market,
TANGLIN VIEW,"1,660,000","1,151.75","1,441",Jun-22,PRINCE CHARLES CRESCENT,Resale,Strata,107,"15,514",-,Condominium,1,99 yrs lease commencing from 1997,3,Rest of Central Region,01 to 05,1.29199744950701,103.817880738443,152 PRINCE CHARLES CRESCENT TANGLIN VIEW SINGAPORE 159013,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre),
ASCENTIA SKY,"1,760,000","1,022.58","1,721",Jun-22,ALEXANDRA VIEW,Resale,Strata,95,"18,526",-,Condominium,1,99 yrs lease commencing from 2008,3,Rest of Central Region,41 to 45,1.29095103716645,103.817000265618,3 ALEXANDRA VIEW ASCENTIA SKY SINGAPORE 158749,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre),
STIRLING RESIDENCES,"1,495,000",678.13,"2,205",Jun-22,STIRLING ROAD,Sub Sale,Strata,63,"23,730",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,11 to 15,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
RIVIERE,"6,400,000","2,002.1","3,197",Jun-22,JIAK KIM STREET,New Sale,Strata,186,"34,409",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,26 to 30,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
STIRLING RESIDENCES,"1,408,000",688.9,"2,044",Jun-22,STIRLING ROAD,Sub Sale,Strata,64,"22,000",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,21 to 25,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
HIGHLINE RESIDENCES,"1,445,000",635.08,"2,275",Jun-22,KIM TIAN ROAD,Resale,Strata,59,"24,492",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,11 to 15,1.28416577731538,103.829816710958,11 KIM TIAN ROAD HIGHLINE RESIDENCES SINGAPORE 168594,TIONG BAHRU MRT STATION; HAVELOCK MRT STATION,Zion Riverside Food Centre; Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Tiong Bahru Plaza
RIVIERE,"2,220,000",818.06,"2,714",Jun-22,JIAK KIM STREET,New Sale,Strata,76,"29,211",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,16 to 20,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
TANGLIN VIEW,"1,340,000",871.88,"1,537",Jun-22,PRINCE CHARLES CRESCENT,Resale,Strata,81,"16,543",-,Condominium,1,99 yrs lease commencing from 1997,3,Rest of Central Region,01 to 05,1.29199744950701,103.817880738443,152 PRINCE CHARLES CRESCENT TANGLIN VIEW SINGAPORE 159013,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre),
COMMONWEALTH TOWERS,"905,000",462.85,"1,955",Jun-22,COMMONWEALTH AVENUE,Resale,Strata,43,"21,047",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,11 to 15,1.29573433474414,103.806030198974,230 COMMONWEALTH AVENUE COMMONWEALTH TOWERS SINGAPORE 149739,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Mei Chin Road Blk 159 (Mei Chin Road Market),Alexandra Central; Anchorpoint; Queensway Shopping Centre
STIRLING RESIDENCES,"1,350,000",624.31,"2,162",Jun-22,STIRLING ROAD,Sub Sale,Strata,58,"23,276",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,01 to 05,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
ONE PEARL BANK,"3,565,000","1,399.32","2,548",Jun-22,PEARL BANK,New Sale,Strata,130,"27,423",-,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,16 to 20,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; MAXWELL MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; TELOK AYER MRT STATION; TANJONG PAGAR MRT STATION; CLARKE QUAY MRT STATION,Amoy Street Food Centre (Telok Ayer Food Centre); Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre); Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre; Tanjong Pagar Centre
ONE PEARL BANK,"2,961,000","1,097.93","2,697",Jun-22,PEARL BANK,New Sale,Strata,102,"29,029",-,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,21 to 25,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; MAXWELL MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; TELOK AYER MRT STATION; TANJONG PAGAR MRT STATION; CLARKE QUAY MRT STATION,Amoy Street Food Centre (Telok Ayer Food Centre); Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre); Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre; Tanjong Pagar Centre
ONE PEARL BANK,"1,585,000",570.49,"2,778",Jun-22,PEARL BANK,New Sale,Strata,53,"29,906",-,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,36 to 40,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; MAXWELL MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; TELOK AYER MRT STATION; TANJONG PAGAR MRT STATION; CLARKE QUAY MRT STATION,Amoy Street Food Centre (Telok Ayer Food Centre); Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre); Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre; Tanjong Pagar Centre
THE LANDMARK,"1,287,888",495.14,"2,601",Jun-22,CHIN SWEE ROAD,New Sale,Strata,46,"27,998",-,Condominium,1,99 yrs lease commencing from 2020,3,Rest of Central Region,21 to 25,1.28616304514336,103.839553885885,173 CHIN SWEE ROAD THE LANDMARK (U/C) SINGAPORE 169878,CHINATOWN MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; OUTRAM PARK MRT STATION; MAXWELL MRT STATION; CLARKE QUAY MRT STATION; FORT CANNING MRT STATION,Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre
QUEENS PEAK,"1,500,000",807.3,"1,858",Jun-22,DUNDEE ROAD,Resale,Strata,75,"20,000",-,Condominium,1,99 yrs lease commencing from 2015,3,Rest of Central Region,16 to 20,1.294336667463,103.807020127351,3 DUNDEE ROAD QUEENS PEAK SINGAPORE 149457,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre); Mei Chin Road Blk 159 (Mei Chin Road Market); Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre),Alexandra Central; Anchorpoint; Queensway Shopping Centre
RIVIERE,"2,465,000",839.59,"2,936",Jun-22,JIAK KIM STREET,New Sale,Strata,78,"31,603",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,21 to 25,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
RIVER PLACE,"1,238,000",871.88,"1,420",Jun-22,HAVELOCK ROAD,Resale,Strata,81,"15,284",-,Condominium,1,99 yrs lease commencing from 1995,3,Rest of Central Region,06 to 10,1.2896097164683,103.841276389346,60 HAVELOCK ROAD RIVER PLACE SINGAPORE 169658,FORT CANNING MRT STATION; CLARKE QUAY MRT STATION; CHINATOWN MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION,Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),Funan; People's Park Centre; People's Park Complex; Singapore Shopping Centre
ALEX RESIDENCES,"1,500,000",678.13,"2,212",Jun-22,ALEXANDRA VIEW,Resale,Strata,63,"23,810",-,Apartment,1,99 yrs lease commencing from 2013,3,Rest of Central Region,31 to 35,1.29056999681587,103.819000781728,28 ALEXANDRA VIEW ALEX RESIDENCES SINGAPORE 158744,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre); Beo Crescent Market,
ONE PEARL BANK,"2,691,000","1,184.04","2,273",Jun-22,PEARL BANK,New Sale,Strata,110,"24,464",-,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,01 to 05,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; MAXWELL MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; TELOK AYER MRT STATION; TANJONG PAGAR MRT STATION; CLARKE QUAY MRT STATION,Amoy Street Food Centre (Telok Ayer Food Centre); Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre); Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre; Tanjong Pagar Centre
RIVIERE,"3,509,000","1,216.33","2,885",Jun-22,JIAK KIM STREET,New Sale,Strata,113,"31,053",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,16 to 20,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
ALEX RESIDENCES,"915,000",473.62,"1,932",Jun-22,ALEXANDRA VIEW,Resale,Strata,44,"20,795",-,Apartment,1,99 yrs lease commencing from 2013,3,Rest of Central Region,16 to 20,1.29056999681587,103.819000781728,28 ALEXANDRA VIEW ALEX RESIDENCES SINGAPORE 158744,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre); Beo Crescent Market,
ONE PEARL BANK,"2,713,000","1,184.04","2,291",Jun-22,PEARL BANK,New Sale,Strata,110,"24,664",-,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,01 to 05,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; MAXWELL MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; TELOK AYER MRT STATION; TANJONG PAGAR MRT STATION; CLARKE QUAY MRT STATION,Amoy Street Food Centre (Telok Ayer Food Centre); Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre); Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre; Tanjong Pagar Centre
RIVIERE,"1,637,000",559.73,"2,925",Jun-22,JIAK KIM STREET,New Sale,Strata,52,"31,481",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,21 to 25,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
RIVIERE,"2,328,000",818.06,"2,846",Jun-22,JIAK KIM STREET,New Sale,Strata,76,"30,632",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,26 to 30,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
AVENUE SOUTH RESIDENCE,"1,288,000",527.44,"2,442",Jun-22,SILAT AVENUE,New Sale,Strata,49,"26,286",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,56 to 60,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
AVENUE SOUTH RESIDENCE,"1,716,000",656.6,"2,613",Jun-22,SILAT AVENUE,New Sale,Strata,61,"28,131",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,51 to 55,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
RIVIERE,"5,411,000","2,002.1","2,703",Jun-22,JIAK KIM STREET,New Sale,Strata,186,"29,091",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,01 to 05,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
QUEENS PEAK,"1,500,000",807.3,"1,858",Jun-22,DUNDEE ROAD,Resale,Strata,75,"20,000",-,Condominium,1,99 yrs lease commencing from 2015,3,Rest of Central Region,26 to 30,1.294336667463,103.807020127351,3 DUNDEE ROAD QUEENS PEAK SINGAPORE 149457,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre); Mei Chin Road Blk 159 (Mei Chin Road Market); Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre),Alexandra Central; Anchorpoint; Queensway Shopping Centre
STIRLING RESIDENCES,"1,388,000",678.13,"2,047",Jun-22,STIRLING ROAD,Sub Sale,Strata,63,"22,032",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,01 to 05,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
ALEXIS,"1,125,000",635.08,"1,771",Jun-22,ALEXANDRA ROAD,Resale,Strata,59,"19,068",-,Apartment,1,Freehold,3,Rest of Central Region,01 to 05,1.29130379243474,103.807350978054,354 ALEXANDRA ROAD ALEXIS SINGAPORE 159948,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre); Mei Chin Road Blk 159 (Mei Chin Road Market); Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre),Alexandra Central; Anchorpoint; Queensway Shopping Centre
THE ANCHORAGE,"2,900,000","1,506.96","1,924",Jun-22,ALEXANDRA ROAD,Resale,Strata,140,"20,714",-,Condominium,1,Freehold,3,Rest of Central Region,16 to 20,1.28900346226494,103.804329262814,370G ALEXANDRA ROAD THE ANCHORAGE SINGAPORE 159960,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre); Mei Chin Road Blk 159 (Mei Chin Road Market); Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre),Alexandra Central; Anchorpoint; Queensway Shopping Centre
AVENUE SOUTH RESIDENCE,"1,341,000",527.44,"2,542",Jun-22,SILAT AVENUE,New Sale,Strata,49,"27,367",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,46 to 50,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
AVENUE SOUTH RESIDENCE,"1,711,000",656.6,"2,606",Jun-22,SILAT AVENUE,New Sale,Strata,61,"28,049",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,51 to 55,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
TANGLIN VIEW,"1,675,000","1,162.51","1,441",Jun-22,PRINCE CHARLES CRESCENT,Resale,Strata,108,"15,509",-,Condominium,1,99 yrs lease commencing from 1997,3,Rest of Central Region,01 to 05,1.29199744950701,103.817880738443,152 PRINCE CHARLES CRESCENT TANGLIN VIEW SINGAPORE 159013,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre),
