Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Nearest MRT Stations,Nearby Hawker Centers,Shopping Malls Within Radius of 1km,Hospitals Within Radius of 5km,Schools Within Radius of 2km
KENTISH LODGE,"1,460,000","1,345.5","1,085",Feb-23,OXFORD ROAD,Resale,Strata,125.0,"11,680",-,Apartment,1,99 yrs lease commencing from 1995,8,Rest of Central Region,01 to 05,1.3157953905606,103.852804524115,3 OXFORD ROAD KENTISH LODGE SINGAPORE 218814,FARRER PARK MRT STATION,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre); Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market); Cambridge Road Blk 41A (Pek Kio Market and Food Centre),City Square Mall,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (BARKER ROAD); ANGLO-CHINESE SCHOOL (JUNIOR); ANGLO-CHINESE SCHOOL (PRIMARY); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
PICCADILLY GRAND,"2,877,000","1,388.56","2,072",Feb-23,NORTHUMBERLAND ROAD,New Sale,Strata,129.0,"22,302",-,Apartment,1,99 yrs lease commencing from 2021,8,Rest of Central Region,11 to 15,1.311250279155,103.852455288833,3 NORTHUMBERLAND ROAD PICCADILLY GRAND (U/C) SINGAPORE 219569,FARRER PARK MRT STATION; LITTLE INDIA MRT STATION; LITTLE INDIA MRT STATION; JALAN BESAR MRT STATION; ROCHOR MRT STATION,Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Berseh Food Centre; Buffalo Road Blk 665 (Tekka Centre/Zhu Jiao Market),City Square Mall; Sim Lim Square; Tekka Centre,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (JUNIOR); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; SINGAPORE CHINESE GIRLS' SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY); TAO NAN SCHOOL
TYRWHITT 139,"780,000",495.14,"1,575",Feb-23,TYRWHITT ROAD,Resale,Strata,46.0,"16,957",-,Apartment,1,Freehold,8,Rest of Central Region,01 to 05,1.31157714328388,103.859941125851,139 TYRWHITT ROAD TYRWHITT 139 SINGAPORE 207557,BENDEMEER MRT STATION; LAVENDER MRT STATION; FARRER PARK MRT STATION; JALAN BESAR MRT STATION; BOON KENG MRT STATION,Bendemeer Road Blk 29 (Bendemeer Market and Food Centre); Berseh Food Centre; North Bridge Road Market,Aperia; City Square Mall,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
CITYLIGHTS,"1,038,000",559.73,"1,854",Feb-23,JELLICOE ROAD,Resale,Strata,52.0,"19,962",-,Condominium,1,99 yrs lease commencing from 2004,8,Rest of Central Region,21 to 25,1.30827581228578,103.863117419778,80 JELLICOE ROAD CITYLIGHTS SINGAPORE 208766,LAVENDER MRT STATION; BENDEMEER MRT STATION; JALAN BESAR MRT STATION; NICOLL HIGHWAY MRT STATION; KALLANG MRT STATION,Berseh Food Centre; Golden Mile Food Centre; North Bridge Road Market,Aperia; City Square Mall,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION; ST. MARGARET'S SCHOOL (PRIMARY)
PICCADILLY GRAND,"2,854,000","1,377.79","2,071",Feb-23,NORTHUMBERLAND ROAD,New Sale,Strata,128.0,"22,297",-,Apartment,1,99 yrs lease commencing from 2021,8,Rest of Central Region,11 to 15,1.311250279155,103.852455288833,3 NORTHUMBERLAND ROAD PICCADILLY GRAND (U/C) SINGAPORE 219569,FARRER PARK MRT STATION; LITTLE INDIA MRT STATION; LITTLE INDIA MRT STATION; JALAN BESAR MRT STATION; ROCHOR MRT STATION,Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Berseh Food Centre; Buffalo Road Blk 665 (Tekka Centre/Zhu Jiao Market),City Square Mall; Sim Lim Square; Tekka Centre,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (JUNIOR); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; SINGAPORE CHINESE GIRLS' SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY); TAO NAN SCHOOL
KERRISDALE,"1,680,000","1,259.39","1,334",Feb-23,STURDEE ROAD,Resale,Strata,117.0,"14,359",-,Condominium,1,99 yrs lease commencing from 1998,8,Rest of Central Region,01 to 05,1.3131227003568,103.857656215109,30 STURDEE ROAD KERRISDALE SINGAPORE 207852,FARRER PARK MRT STATION; BENDEMEER MRT STATION; BOON KENG MRT STATION; LAVENDER MRT STATION; JALAN BESAR MRT STATION,Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Bendemeer Road Blk 29 (Bendemeer Market and Food Centre); Berseh Food Centre,Aperia; City Square Mall,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (JUNIOR); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
PICCADILLY GRAND,"3,306,000","1,679.18","1,969",Feb-23,NORTHUMBERLAND ROAD,New Sale,Strata,156.0,"21,192",-,Apartment,1,99 yrs lease commencing from 2021,8,Rest of Central Region,11 to 15,1.311250279155,103.852455288833,3 NORTHUMBERLAND ROAD PICCADILLY GRAND (U/C) SINGAPORE 219569,FARRER PARK MRT STATION; LITTLE INDIA MRT STATION; LITTLE INDIA MRT STATION; JALAN BESAR MRT STATION; ROCHOR MRT STATION,Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Berseh Food Centre; Buffalo Road Blk 665 (Tekka Centre/Zhu Jiao Market),City Square Mall; Sim Lim Square; Tekka Centre,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (JUNIOR); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; SINGAPORE CHINESE GIRLS' SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY); TAO NAN SCHOOL
URBAN LOFTS,"911,000",753.48,"1,209",Feb-23,RANGOON ROAD,Resale,Strata,70.0,"13,014",-,Apartment,1,Freehold,8,Rest of Central Region,01 to 05,1.31416383479813,103.853905530109,89 RANGOON ROAD URBAN LOFTS SINGAPORE 218375,FARRER PARK MRT STATION; LITTLE INDIA MRT STATION; JALAN BESAR MRT STATION; LITTLE INDIA MRT STATION; BENDEMEER MRT STATION,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre); Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Berseh Food Centre; Buffalo Road Blk 665 (Tekka Centre/Zhu Jiao Market),City Square Mall; Tekka Centre,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (JUNIOR); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
PARC SOMME,"885,000",581.26,"1,523",Feb-23,SOMME ROAD,Resale,Strata,54.0,"16,389",-,Apartment,1,99 yrs lease commencing from 2008,8,Rest of Central Region,01 to 05,1.3113568841101,103.858599024436,62 SOMME ROAD PARC SOMME SINGAPORE 207877,FARRER PARK MRT STATION; BENDEMEER MRT STATION; LAVENDER MRT STATION; JALAN BESAR MRT STATION; BOON KENG MRT STATION,Berseh Food Centre; North Bridge Road Market,Aperia; City Square Mall,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (JUNIOR); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
CITYLIGHTS,"3,800,000","3,218.44","1,181",Feb-23,JELLICOE ROAD,Resale,Strata,299.0,"12,709",-,Condominium,1,99 yrs lease commencing from 2004,8,Rest of Central Region,01 to 05,1.30827581228578,103.863117419778,80 JELLICOE ROAD CITYLIGHTS SINGAPORE 208766,LAVENDER MRT STATION; BENDEMEER MRT STATION; JALAN BESAR MRT STATION; NICOLL HIGHWAY MRT STATION; KALLANG MRT STATION,Berseh Food Centre; Golden Mile Food Centre; North Bridge Road Market,Aperia; City Square Mall,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION; ST. MARGARET'S SCHOOL (PRIMARY)
MERA SPRINGS,"2,900,000","1,550.02","1,871",Feb-23,CARLISLE ROAD,Resale,Strata,144.0,"20,139",-,Condominium,1,Freehold,8,Rest of Central Region,11 to 15,1.31477585742823,103.846680464253,83 CARLISLE ROAD MERA SPRINGS SINGAPORE 219648,NOVENA MRT STATION; LITTLE INDIA MRT STATION; FARRER PARK MRT STATION; LITTLE INDIA MRT STATION; NEWTON MRT STATION; NEWTON MRT STATION,Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Newton Food Centre,Tekka Centre; United Square; Velocity@Novena Square,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (BARKER ROAD); ANGLO-CHINESE SCHOOL (JUNIOR); ANGLO-CHINESE SCHOOL (PRIMARY); BENDEMEER SECONDARY SCHOOL; CATHOLIC JUNIOR COLLEGE; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; SINGAPORE CHINESE GIRLS' SCHOOL; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
THE MERLOT,"800,000",516.67,"1,548",Feb-23,KENG LEE ROAD,Resale,Strata,48.0,"16,667",-,Apartment,1,Freehold,8,Rest of Central Region,11 to 15,1.31423886255374,103.846333967549,101 KENG LEE ROAD THE MERLOT SINGAPORE 219261,NOVENA MRT STATION; LITTLE INDIA MRT STATION; FARRER PARK MRT STATION; LITTLE INDIA MRT STATION; NEWTON MRT STATION; NEWTON MRT STATION,Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Newton Food Centre,Tekka Centre; United Square; Velocity@Novena Square,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (BARKER ROAD); ANGLO-CHINESE SCHOOL (JUNIOR); ANGLO-CHINESE SCHOOL (PRIMARY); BENDEMEER SECONDARY SCHOOL; CATHOLIC JUNIOR COLLEGE; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; SINGAPORE CHINESE GIRLS' SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
KENTISH COURT,"1,330,000","1,097.93","1,211",Jan-23,OXFORD ROAD,Resale,Strata,102.0,"13,039",-,Apartment,1,99 yrs lease commencing from 1995,8,Rest of Central Region,01 to 05,1.31514534529478,103.852365754708,33 OXFORD ROAD KENTISH COURT SINGAPORE 218816,FARRER PARK MRT STATION; LITTLE INDIA MRT STATION; LITTLE INDIA MRT STATION,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre); Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market); Cambridge Road Blk 41A (Pek Kio Market and Food Centre),City Square Mall; Tekka Centre; United Square,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (BARKER ROAD); ANGLO-CHINESE SCHOOL (JUNIOR); ANGLO-CHINESE SCHOOL (PRIMARY); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
CITYLIGHTS,"2,120,000","1,313.21","1,614",Jan-23,JELLICOE ROAD,Resale,Strata,122.0,"17,377",-,Condominium,1,99 yrs lease commencing from 2004,8,Rest of Central Region,11 to 15,1.30827581228578,103.863117419778,80 JELLICOE ROAD CITYLIGHTS SINGAPORE 208766,LAVENDER MRT STATION; BENDEMEER MRT STATION; JALAN BESAR MRT STATION; NICOLL HIGHWAY MRT STATION; KALLANG MRT STATION,Berseh Food Centre; Golden Mile Food Centre; North Bridge Road Market,Aperia; City Square Mall,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION; ST. MARGARET'S SCHOOL (PRIMARY)
PICCADILLY GRAND,"3,684,000","2,045.16","1,801",Jan-23,NORTHUMBERLAND ROAD,New Sale,Strata,190.0,"19,389",-,Apartment,1,99 yrs lease commencing from 2021,8,Rest of Central Region,21 to 25,1.311250279155,103.852455288833,3 NORTHUMBERLAND ROAD PICCADILLY GRAND (U/C) SINGAPORE 219569,FARRER PARK MRT STATION; LITTLE INDIA MRT STATION; LITTLE INDIA MRT STATION; JALAN BESAR MRT STATION; ROCHOR MRT STATION,Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Berseh Food Centre; Buffalo Road Blk 665 (Tekka Centre/Zhu Jiao Market),City Square Mall; Sim Lim Square; Tekka Centre,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (JUNIOR); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; SINGAPORE CHINESE GIRLS' SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY); TAO NAN SCHOOL
URBAN LOFTS,"810,000",559.73,"1,447",Jan-23,RANGOON ROAD,Resale,Strata,52.0,"15,577",-,Apartment,1,Freehold,8,Rest of Central Region,01 to 05,1.31416383479813,103.853905530109,89 RANGOON ROAD URBAN LOFTS SINGAPORE 218375,FARRER PARK MRT STATION; LITTLE INDIA MRT STATION; JALAN BESAR MRT STATION; LITTLE INDIA MRT STATION; BENDEMEER MRT STATION,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre); Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Berseh Food Centre; Buffalo Road Blk 665 (Tekka Centre/Zhu Jiao Market),City Square Mall; Tekka Centre,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (JUNIOR); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
CITYLIGHTS,"1,200,000",678.13,"1,770",Jan-23,JELLICOE ROAD,Resale,Strata,63.0,"19,048",-,Condominium,1,99 yrs lease commencing from 2004,8,Rest of Central Region,31 to 35,1.30827581228578,103.863117419778,80 JELLICOE ROAD CITYLIGHTS SINGAPORE 208766,LAVENDER MRT STATION; BENDEMEER MRT STATION; JALAN BESAR MRT STATION; NICOLL HIGHWAY MRT STATION; KALLANG MRT STATION,Berseh Food Centre; Golden Mile Food Centre; North Bridge Road Market,Aperia; City Square Mall,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION; ST. MARGARET'S SCHOOL (PRIMARY)
SOHO @ FARRER,"680,000",441.32,"1,541",Jan-23,RACE COURSE ROAD,Resale,Strata,41.0,"16,585",-,Apartment,1,Freehold,8,Rest of Central Region,01 to 05,1.31076356002808,103.852952752941,172 RACE COURSE ROAD SOHO @ FARRER SINGAPORE 218605,FARRER PARK MRT STATION; LITTLE INDIA MRT STATION; LITTLE INDIA MRT STATION; JALAN BESAR MRT STATION; ROCHOR MRT STATION,Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Berseh Food Centre; Buffalo Road Blk 665 (Tekka Centre/Zhu Jiao Market),City Square Mall; Sim Lim Square; Tekka Centre,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (JUNIOR); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; SINGAPORE CHINESE GIRLS' SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY); TAO NAN SCHOOL
FORTE SUITES,"1,123,000",602.78,"1,863",Jan-23,MERGUI ROAD,Resale,Strata,56.0,"20,054",-,Apartment,1,Freehold,8,Rest of Central Region,06 to 10,1.31782799598861,103.851970497394,88 MERGUI ROAD FORTE SUITES SINGAPORE 219062,FARRER PARK MRT STATION; NOVENA MRT STATION,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre); Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market); Cambridge Road Blk 41A (Pek Kio Market and Food Centre),City Square Mall; United Square; Velocity@Novena Square,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (BARKER ROAD); ANGLO-CHINESE SCHOOL (JUNIOR); ANGLO-CHINESE SCHOOL (PRIMARY); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; CHIJ SECONDARY (TOA PAYOH); FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
SUITES 123,"1,070,000",850.36,"1,258",Jan-23,RANGOON ROAD,Resale,Strata,79.0,"13,544",-,Apartment,1,Freehold,8,Rest of Central Region,01 to 05,1.31514994452974,103.853478164047,123 RANGOON ROAD SUITES 123 SINGAPORE 218401,FARRER PARK MRT STATION,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre); Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market); Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Berseh Food Centre,City Square Mall,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (JUNIOR); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
