Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
HIGH PARK RESIDENCES,"1,260,000",871.88,"1,445",May-25,FERNVALE ROAD,Resale,Strata,81,"15,556",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,06 to 10
RESIDENTIAL APARTMENTS,"1,950,000",893.41,"2,183",May-25,CHAPEL CLOSE,Resale,Strata,83,"23,494",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
PINETREE HILL,"3,461,000","1,291.68","2,679",May-25,PINE GROVE,New Sale,Strata,120,"28,842",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,16 to 20
RESIDENTIAL APARTMENTS,"3,100,000","1,711.48","1,811",May-25,OXLEY GARDEN,Resale,Strata,159,"19,497",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
LENTORIA,"2,122,000",936.47,"2,266",May-25,LENTOR HILLS ROAD,New Sale,Strata,87,"24,391",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
NAVA GROVE,"3,741,600","1,550.02","2,414",May-25,PINE GROVE,New Sale,Strata,144,"25,983",-,Condominium,1,99 yrs lease commencing from 2024,21,Rest of Central Region,01 to 05
BAYSHORE PARK,"808,000",624.31,"1,294",May-25,BAYSHORE ROAD,Resale,Strata,58,"13,931",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,01 to 05
THE TAPESTRY,"1,900,000","1,130.22","1,681",May-25,TAMPINES STREET 86,Resale,Strata,105,"18,095",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,01 to 05
NORMANTON PARK,"1,996,000",936.47,"2,131",May-25,NORMANTON PARK,Sub Sale,Strata,87,"22,943",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,11 to 15
BARTLEY RESIDENCES,"1,850,000","1,065.64","1,736",May-25,LORONG HOW SUN,Resale,Strata,99,"18,687",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
BLOOMSBURY RESIDENCES,"1,452,000",570.49,"2,545",May-25,MEDIA CIRCLE,New Sale,Strata,53,"27,396",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,16 to 20
RESIDENTIAL APARTMENTS,"3,900,000","1,506.96","2,588",May-25,DRAYCOTT DRIVE,Resale,Strata,140,"27,857",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
GRANGE 1866,"2,296,000",710.42,"3,232",May-25,GRANGE ROAD,New Sale,Strata,66,"34,788",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
COSTA RHU,"2,150,000","1,345.5","1,598",May-25,RHU CROSS,Resale,Strata,125,"17,200",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,06 to 10
UP@ROBERTSON QUAY,"1,176,000",570.49,"2,061",May-25,ROBERTSON QUAY,Resale,Strata,53,"22,189",-,Apartment,1,99 yrs lease commencing from 2011,09,Core Central Region,06 to 10
THE MKZ,"990,000",602.78,"1,642",May-25,MACKENZIE ROAD,Resale,Strata,56,"17,679",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
KEW GREEN,"2,900,000","3,078.5",942,May-25,KEW CRESCENT,Resale,Strata,286,"10,140",-,Condominium,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
THE CAPE,"1,190,000",581.26,"2,047",May-25,AMBER ROAD,Resale,Strata,54,"22,037",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
WOODSVILLE 28,"2,418,000","1,399.32","1,728",May-25,WOODSVILLE CLOSE,Resale,Strata,130,"18,600",-,Apartment,1,99 yrs lease commencing from 2007,13,Rest of Central Region,16 to 20
CAMBRIDGE VILLAGE,"2,200,000","1,550.02","1,419",May-25,CAMBRIDGE ROAD,Resale,Strata,144,"15,278",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
THE HILLSIDE,"2,200,000","1,313.21","1,675",May-25,UPPER BUKIT TIMAH ROAD,Resale,Strata,122,"18,033",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
PALM ISLES,"725,000",559.73,"1,295",May-25,FLORA DRIVE,Resale,Strata,52,"13,942",-,Condominium,1,99 yrs lease commencing from 2011,17,Outside Central Region,01 to 05
SPRING @ LANGSAT,"1,468,000",893.41,"1,643",May-25,LANGSAT ROAD,Resale,Strata,83,"17,687",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE TAPESTRY,"1,172,000",688.9,"1,701",May-25,TAMPINES STREET 86,Resale,Strata,64,"18,313",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
THE TAPESTRY,"1,950,800","1,130.22","1,726",May-25,TAMPINES STREET 86,Resale,Strata,105,"18,579",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
THE PANORAMA,"2,080,000","1,011.82","2,056",May-25,ANG MO KIO AVENUE 2,Resale,Strata,94,"22,128",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,06 to 10
KOVAN CREST,"1,760,000","1,291.68","1,363",May-25,KOVAN ROAD,Resale,Strata,120,"14,667",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
WATERBANK AT DAKOTA,"3,500,000","1,571.54","2,227",May-25,DAKOTA CRESCENT,Resale,Strata,146,"23,973",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,06 to 10
HILLTOPS,"3,950,000","1,270.15","3,110",May-25,CAIRNHILL CIRCLE,Resale,Strata,118,"33,475",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
VILLA MARTIA,"2,480,000","1,377.79","1,800",May-25,MARTIA ROAD,Resale,Strata,128,"19,375",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SUITES@CHANGI,"698,000",441.32,"1,582",May-25,CHANGI ROAD,Resale,Strata,41,"17,024",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
PINEWOOD GARDENS,"3,350,000","1,603.84","2,089",May-25,BALMORAL PARK,Resale,Strata,149,"22,483",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
MARTIN NO 38,"2,455,000",968.76,"2,534",May-25,MARTIN ROAD,Resale,Strata,90,"27,278",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
V ON SHENTON,"1,335,000",688.9,"1,938",May-25,SHENTON WAY,Resale,Strata,64,"20,859",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,11 to 15
AQUARIUS BY THE PARK,"1,700,000","1,205.57","1,410",May-25,BEDOK RESERVOIR VIEW,Resale,Strata,112,"15,179",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,06 to 10
JADESCAPE,"2,250,000",904.18,"2,488",May-25,SHUNFU ROAD,Resale,Strata,84,"26,786",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,16 to 20
PARKSHORE,"4,840,000","2,325.02","2,082",May-25,TANJONG RHU ROAD,Resale,Strata,216,"22,407",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
EASTPOINT GREEN,"1,065,000",958,"1,112",May-25,SIMEI STREET 3,Resale,Strata,89,"11,966",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
THE INFLORA,"688,000",462.85,"1,486",May-25,FLORA DRIVE,Resale,Strata,43,"16,000",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10
A TREASURE TROVE,"1,950,000","1,399.32","1,394",May-25,PUNGGOL WALK,Resale,Strata,130,"15,000",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
SANT RITZ,"1,938,888","1,054.87","1,838",May-25,PHENG GECK AVENUE,Resale,Strata,98,"19,785",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
DOUBLE BAY RESIDENCES,"2,068,000","1,367.03","1,513",May-25,SIMEI STREET 4,Resale,Strata,127,"16,283",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
LA FIESTA,"1,460,000",947.23,"1,541",May-25,SENGKANG SQUARE,Resale,Strata,88,"16,591",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
LA FIESTA,"820,000",452.09,"1,814",May-25,SENGKANG SQUARE,Resale,Strata,42,"19,524",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
THE LEVELZ,"2,275,000","1,001.05","2,273",May-25,FARRER ROAD,Resale,Strata,93,"24,462",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
THE QUARTZ,"1,610,000","1,065.64","1,511",May-25,COMPASSVALE BOW,Resale,Strata,99,"16,263",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,16 to 20
PARC CLEMATIS,"1,538,000",710.42,"2,165",May-25,JALAN LEMPENG,Resale,Strata,66,"23,303",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,11 to 15
PRINCIPAL GARDEN,"1,800,000",796.54,"2,260",May-25,PRINCE CHARLES CRESCENT,Resale,Strata,74,"24,324",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,11 to 15
RIVERSOUND RESIDENCE,"1,020,000",753.48,"1,354",May-25,SENGKANG EAST AVENUE,Resale,Strata,70,"14,571",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
OUE TWIN PEAKS,"2,280,000","1,054.87","2,161",May-25,LEONIE HILL ROAD,Resale,Strata,98,"23,265",-,Condominium,1,99 yrs lease commencing from 2010,09,Core Central Region,01 to 05
SKIES MILTONIA,"925,000",721.19,"1,283",May-25,MILTONIA CLOSE,Resale,Strata,67,"13,806",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,01 to 05
HILLVIEW HEIGHTS,"2,920,000","1,668.42","1,750",May-25,HILLVIEW AVENUE,Resale,Strata,155,"18,839",-,Condominium,1,Freehold,23,Outside Central Region,06 to 10
SYMPHONY SUITES,"900,000",688.9,"1,306",May-25,YISHUN CLOSE,Resale,Strata,64,"14,063",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
BAYWATER,"1,860,000","1,270.15","1,464",May-25,BEDOK RESERVOIR ROAD,Resale,Strata,118,"15,763",-,Condominium,1,99 yrs lease commencing from 2001,16,Outside Central Region,06 to 10
HIGH PARK RESIDENCES,"1,576,888",968.76,"1,628",May-25,FERNVALE ROAD,Resale,Strata,90,"17,521",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,16 to 20
EASTPOINT GREEN,"1,298,000","1,140.98","1,138",May-25,SIMEI STREET 3,Resale,Strata,106,"12,245",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
SIMS URBAN OASIS,"1,258,888",710.42,"1,772",May-25,SIMS DRIVE,Resale,Strata,66,"19,074",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
THE MINTON,"1,430,000",979.52,"1,460",May-25,HOUGANG STREET 11,Resale,Strata,91,"15,714",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
THE SHOREFRONT,"1,516,000",775.01,"1,956",May-25,JALAN LOYANG BESAR,New Sale,Strata,72,"21,056",-,Apartment,1,999 yrs lease commencing from 1937,17,Outside Central Region,01 to 05
WATER PLACE,"2,128,000","1,216.33","1,750",May-25,TANJONG RHU ROAD,Resale,Strata,113,"18,832",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,06 to 10
WATER PLACE,"2,150,000","1,216.33","1,768",May-25,TANJONG RHU ROAD,Resale,Strata,113,"19,027",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,01 to 05
GUILIN VIEW,"1,988,888","1,700.71","1,169",May-25,BUKIT BATOK STREET 52,Resale,Strata,158,"12,588",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,21 to 25
UE SQUARE,"3,460,000","1,560.78","2,217",May-25,RIVER VALLEY ROAD,Resale,Strata,145,"23,862",-,Apartment,1,929 yrs lease commencing from 1953,09,Core Central Region,11 to 15
THE COAST AT SENTOSA COVE,"3,250,000","2,357.32","1,379",May-25,OCEAN DRIVE,Resale,Strata,219,"14,840",-,Condominium,1,99 yrs lease commencing from 2006,04,Core Central Region,01 to 05
WHITEHAVEN,"1,023,000",538.2,"1,901",May-25,PASIR PANJANG ROAD,Resale,Strata,50,"20,460",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
PINETREE HILL,"4,723,000","1,733","2,725",May-25,PINE GROVE,New Sale,Strata,161,"29,335",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,16 to 20
FORETT@BUKIT TIMAH,"3,150,000","1,280.92","2,459",May-25,TOH TUCK ROAD,Resale,Strata,119,"26,471",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
THE RIVERINE BY THE PARK,"4,000,000","1,776.06","2,252",May-25,KALLANG ROAD,Resale,Strata,165,"24,242",-,Apartment,1,Freehold,12,Rest of Central Region,26 to 30
NAVA GROVE,"2,535,300",947.23,"2,677",May-25,PINE GROVE,New Sale,Strata,88,"28,810",-,Condominium,1,99 yrs lease commencing from 2024,21,Rest of Central Region,21 to 25
THE VIEW @ MEYER,"4,056,000","1,689.95","2,400",May-25,MEYER ROAD,Resale,Strata,157,"25,834",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"1,255,040",419.8,"2,990",May-25,MARINA GARDENS LANE,New Sale,Strata,39,"32,181",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
SEASCAPE,"4,483,000","2,174.33","2,062",May-25,COVE WAY,Resale,Strata,202,"22,193",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
LENTOR MANSION,"3,290,000","1,485.43","2,215",May-25,LENTOR GARDENS,New Sale,Strata,138,"23,841",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
THE LAKEGARDEN RESIDENCES,"2,315,700","1,108.69","2,089",May-25,YUAN CHING ROAD,New Sale,Strata,103,"22,483",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,01 to 05
THE LAKEGARDEN RESIDENCES,"1,599,000",678.13,"2,358",May-25,YUAN CHING ROAD,New Sale,Strata,63,"25,381",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,16 to 20
TEMBUSU GRAND,"4,160,000","1,711.48","2,431",May-25,JALAN TEMBUSU,New Sale,Strata,159,"26,164",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
STRATUM,"660,000",452.09,"1,460",May-25,ELIAS ROAD,Resale,Strata,42,"15,714",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
WHISTLER GRAND,"830,000",441.32,"1,881",May-25,WEST COAST VALE,Resale,Strata,41,"20,244",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,16 to 20
DOUBLE BAY RESIDENCES,"735,000",538.2,"1,366",May-25,SIMEI STREET 4,Resale,Strata,50,"14,700",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
NOMU,"1,190,000",473.62,"2,513",May-25,HANDY ROAD,Resale,Strata,44,"27,045",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
REFLECTIONS AT KEPPEL BAY,"1,730,000","1,011.82","1,710",May-25,KEPPEL BAY VIEW,Resale,Strata,94,"18,404",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
THE ANCHORAGE,"2,930,000","1,463.9","2,001",May-25,ALEXANDRA ROAD,Resale,Strata,136,"21,544",-,Condominium,1,Freehold,03,Rest of Central Region,01 to 05
TREASURE AT TAMPINES,"1,910,000","1,011.82","1,888",May-25,TAMPINES LANE,Resale,Strata,94,"20,319",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
WATERMARK ROBERTSON QUAY,"2,420,000","1,001.05","2,417",May-25,RODYK STREET,Resale,Strata,93,"26,022",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
PARC OLYMPIA,"1,185,000",990.29,"1,197",May-25,FLORA DRIVE,Resale,Strata,92,"12,880",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
THE SOLITAIRE,"2,768,000","1,237.86","2,236",May-25,BALMORAL PARK,Resale,Strata,115,"24,070",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
NORTHVALE,"810,000",721.19,"1,123",May-25,CHOA CHU KANG LOOP,Resale,Strata,67,"12,090",-,Apartment,1,99 yrs lease commencing from 1995,23,Outside Central Region,01 to 05
MANDARIN GARDENS,"1,785,000","1,571.54","1,136",May-25,SIGLAP ROAD,Resale,Strata,146,"12,226",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,06 to 10
PARK PLACE RESIDENCES AT PLQ,"1,638,000",667.37,"2,454",May-25,PAYA LEBAR ROAD,Resale,Strata,62,"26,419",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,11 to 15
PARC CLEMATIS,"1,975,000",893.41,"2,211",May-25,JALAN LEMPENG,Resale,Strata,83,"23,795",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
EDELWEISS PARK CONDOMINIUM,"1,218,000","1,054.87","1,155",May-25,FLORA ROAD,Resale,Strata,98,"12,429",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
THOMSON GRAND,"1,690,000",947.23,"1,784",May-25,SIN MING WALK,Resale,Strata,88,"19,205",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,06 to 10
RIZ HAVEN,"713,000",570.49,"1,250",May-25,JALAN LOYANG BESAR,Resale,Strata,53,"13,453",-,Apartment,1,946 yrs lease commencing from 1938,17,Outside Central Region,01 to 05
KASTURINA LODGE,"1,525,000",753.48,"2,024",May-25,KAY POH ROAD,Resale,Strata,70,"21,786",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
MELVILLE PARK,"860,000",958,898,May-25,SIMEI STREET 1,Resale,Strata,89,"9,663",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
THE ORIENT,"1,350,000",667.37,"2,023",May-25,PASIR PANJANG ROAD,Resale,Strata,62,"21,774",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
BARTLEY RESIDENCES,"1,400,000",796.54,"1,758",May-25,LORONG HOW SUN,Resale,Strata,74,"18,919",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
DUCHESS CREST,"1,830,000",936.47,"1,954",May-25,DUCHESS AVENUE,Resale,Strata,87,"21,034",-,Condominium,1,99 yrs lease commencing from 1995,10,Core Central Region,01 to 05
SKYLINE RESIDENCES,"1,070,000",484.38,"2,209",May-25,TELOK BLANGAH ROAD,Resale,Strata,45,"23,778",-,Condominium,1,Freehold,04,Rest of Central Region,11 to 15
BAYWATER,"2,550,000","2,281.97","1,117",May-25,BEDOK RESERVOIR ROAD,Resale,Strata,212,"12,028",-,Condominium,1,99 yrs lease commencing from 2001,16,Outside Central Region,16 to 20
CITYLIGHTS,"1,900,000",925.7,"2,052",May-25,JELLICOE ROAD,Resale,Strata,86,"22,093",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,26 to 30
CAIRNHILL NINE,"2,520,000","1,033.34","2,439",May-25,CAIRNHILL ROAD,Resale,Strata,96,"26,250",-,Apartment,1,99 yrs lease commencing from 2014,09,Core Central Region,11 to 15
D'NEST,"1,935,000","1,270.15","1,523",May-25,PASIR RIS GROVE,Resale,Strata,118,"16,398",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
CITY STUDIOS,"1,430,000","1,022.58","1,398",May-25,RACE COURSE LANE,Resale,Strata,95,"15,053",-,Apartment,1,Freehold,08,Rest of Central Region,06 to 10
HORIZON TOWERS,"3,150,000","2,303.5","1,367",May-25,LEONIE HILL ROAD,Resale,Strata,214,"14,720",-,Condominium,1,99 yrs lease commencing from 1979,09,Core Central Region,01 to 05
THE CLIFT,"1,030,000",527.44,"1,953",May-25,MCCALLUM STREET,Resale,Strata,49,"21,020",-,Apartment,1,99 yrs lease commencing from 2004,01,Core Central Region,11 to 15
WATERFRONT KEY,"2,150,000","1,248.62","1,722",May-25,BEDOK RESERVOIR ROAD,Resale,Strata,116,"18,534",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,11 to 15
WATERBANK AT DAKOTA,"1,390,000",624.31,"2,226",May-25,DAKOTA CRESCENT,Resale,Strata,58,"23,966",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,11 to 15
AVENUE SOUTH RESIDENCE,"1,670,000",731.95,"2,282",May-25,SILAT AVENUE,Resale,Strata,68,"24,559",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,16 to 20
HEDGES PARK CONDOMINIUM,"995,000",914.94,"1,088",May-25,FLORA DRIVE,Resale,Strata,85,"11,706",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,196,800",635.08,"1,884",May-25,HOUGANG AVENUE 2,Sub Sale,Strata,59,"20,285",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
CLEMENTIWOODS CONDOMINIUM,"1,750,000","1,130.22","1,548",May-25,WEST COAST ROAD,Resale,Strata,105,"16,667",-,Condominium,1,99 yrs lease commencing from 2006,05,Outside Central Region,01 to 05
PRINCIPAL GARDEN,"955,000",495.14,"1,929",May-25,PRINCE CHARLES CRESCENT,Resale,Strata,46,"20,761",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,06 to 10
THE TAPESTRY,"788,000",473.62,"1,664",May-25,TAMPINES STREET 86,Resale,Strata,44,"17,909",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
TANAMERA CREST,"1,120,000",861.12,"1,301",May-25,PARI DEDAP WALK,Resale,Strata,80,"14,000",-,Condominium,1,99 yrs lease commencing from 2000,16,Outside Central Region,11 to 15
EIGHT RIVERSUITES,"843,000",441.32,"1,910",May-25,WHAMPOA EAST,Resale,Strata,41,"20,561",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,11 to 15
ESTELLA GARDENS,"1,350,000","1,140.98","1,183",May-25,FLORA ROAD,Resale,Strata,106,"12,736",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
PARC BOTANNIA,"790,000",505.91,"1,562",May-25,FERNVALE STREET,Resale,Strata,47,"16,809",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,01 to 05
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,"3,799,600","2,066.69","1,838",May-25,OCEAN WAY,Resale,Strata,192,"19,790",-,Condominium,1,99 yrs lease commencing from 2006,04,Core Central Region,01 to 05
GRANDEUR PARK RESIDENCES,"1,320,000",667.37,"1,978",May-25,BEDOK SOUTH AVENUE 3,Resale,Strata,62,"21,290",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,150,000",678.13,"1,696",May-25,TAMPINES LANE,Resale,Strata,63,"18,254",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
LA FIESTA,"1,745,000","1,194.8","1,460",May-25,SENGKANG SQUARE,Resale,Strata,111,"15,721",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
TANGERINE GROVE,"2,200,000","1,237.86","1,777",May-25,PAYA LEBAR CRESCENT,Resale,Strata,115,"19,130",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
THE TEMBUSU,"2,310,888","1,216.33","1,900",May-25,TAMPINES ROAD,Resale,Strata,113,"20,450",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
PARKTOWN RESIDENCE,"1,225,000",505.91,"2,421",May-25,TAMPINES STREET 62,New Sale,Strata,47,"26,064",-,Apartment,1,99 yrs lease commencing from 2023,18,Outside Central Region,06 to 10
THE HILL @ONE-NORTH,"2,629,000","1,194.8","2,200",May-25,SLIM BARRACKS RISE,New Sale,Strata,111,"23,685",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,11 to 15
TREASURE AT TAMPINES,"2,458,888","1,323.97","1,857",May-25,TAMPINES LANE,Resale,Strata,123,"19,991",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
CAVENDISH PARK,"3,450,000","1,959.05","1,761",May-25,PINE GROVE,Resale,Strata,182,"18,956",-,Condominium,1,99 yrs lease commencing from 1991,21,Rest of Central Region,11 to 15
MELVILLE PARK,"1,399,000","1,474.67",949,May-25,SIMEI STREET 1,Resale,Strata,137,"10,212",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
ONE MARINA GARDENS,"1,258,499",419.8,"2,998",May-25,MARINA GARDENS LANE,New Sale,Strata,39,"32,269",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
PARKTOWN RESIDENCE,"3,253,000","1,356.26","2,399",May-25,TAMPINES STREET 62,New Sale,Strata,126,"25,817",-,Apartment,1,99 yrs lease commencing from 2023,18,Outside Central Region,11 to 15
RIVIERE,"2,428,888",839.59,"2,893",May-25,JIAK KIM STREET,Resale,Strata,78,"31,140",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,16 to 20
THE LUXURIE,"1,860,000","1,248.62","1,490",May-25,COMPASSVALE ROAD,Resale,Strata,116,"16,034",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
THE M,"2,000,000",742.72,"2,693",May-25,MIDDLE ROAD,Resale,Strata,69,"28,986",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
REGENT GROVE,"1,200,000","1,194.8","1,004",May-25,CHOA CHU KANG NORTH 7,Resale,Strata,111,"10,811",-,Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,11 to 15
THE ELYSIA,"1,375,000","1,022.58","1,345",May-25,MAR THOMA ROAD,Resale,Strata,95,"14,474",-,Apartment,1,999 yrs lease commencing from 1882,12,Rest of Central Region,01 to 05
KOVAN RESIDENCES,"4,399,000","4,746.92",927,May-25,KOVAN ROAD,Resale,Strata,441,"9,975",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,16 to 20
OPTIMA @ TANAH MERAH,"1,310,000",871.88,"1,502",May-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,81,"16,173",-,Condominium,1,99 yrs lease commencing from 2008,16,Outside Central Region,01 to 05
THE PETALS,"2,410,000","1,636.13","1,473",May-25,HILLVIEW AVENUE,Resale,Strata,152,"15,855",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
LAKEPOINT CONDOMINIUM,"1,677,000","1,883.7",890,May-25,LAKEPOINT DRIVE,Resale,Strata,175,"9,583",-,Condominium,1,99 yrs lease commencing from 1983,22,Outside Central Region,06 to 10
THE CLEMENT CANOPY,"1,210,000",635.08,"1,905",May-25,CLEMENTI AVENUE 1,Resale,Strata,59,"20,508",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,11 to 15
CHERRYHILL,"2,450,000","1,453.14","1,686",May-25,LORONG LEW LIAN,Resale,Strata,135,"18,148",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
PENROSE,"2,228,000",968.76,"2,300",May-25,SIMS DRIVE,Sub Sale,Strata,90,"24,756",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,16 to 20
